iso,driver_code,pixel_count,area_ha,driver_label,dataset_name,dataset_version
DEU,1,2895,289500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DEU,2,1522,152200.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DEU,4,208869,20886900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DEU,5,206,20600.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DEU,6,11303,1130300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DEU,7,459,45900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DMA,1,81,8100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DMA,2,6,600.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DMA,3,18,1800.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DMA,4,2,200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DMA,5,3,300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DMA,6,32,3200.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DMA,7,431,43100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DNK,1,1981,198100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DNK,2,68,6800.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DNK,4,21014,2101400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DNK,5,35,3500.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DNK,6,979,97900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DNK,7,101,10100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DOM,1,28057,2805700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DOM,2,346,34600.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DOM,3,2047,204700.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DOM,4,255,25500.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DOM,5,1455,145500.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DOM,6,1492,149200.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DOM,7,809,80900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DZA,1,5320,532000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DZA,2,425,42500.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DZA,3,11,1100.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DZA,4,375,37500.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DZA,5,19069,1906900.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DZA,6,1563,156300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
DZA,7,164,16400.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ECU,1,81099,8109900.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ECU,2,894,89400.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ECU,3,10669,1066900.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ECU,4,4477,447700.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ECU,5,620,62000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ECU,6,1502,150200.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ECU,7,8209,820900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EGY,1,3402,340200.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EGY,2,7,700.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EGY,4,78,7800.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EGY,6,589,58900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EGY,7,61,6100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ERI,1,70,7000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ERI,4,1,100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ERI,5,1,100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ERI,7,2,200.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ESP,1,35687,3568700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ESP,2,1524,152400.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ESP,4,117015,11701500.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ESP,5,38590,3859000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ESP,6,7316,731600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ESP,7,1593,159300.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EST,1,352,35200.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EST,2,403,40300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EST,4,53226,5322600.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EST,5,231,23100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EST,6,828,82800.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
EST,7,211,21100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ETH,1,117934,11793400.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ETH,2,1111,111100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ETH,3,4048,404800.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ETH,4,10617,1061700.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ETH,5,522,52200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ETH,6,2664,266400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ETH,7,2664,266400.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FIN,1,3609,360900.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FIN,2,1408,140800.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FIN,4,450931,45093100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FIN,5,2301,230100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FIN,6,8867,886700.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FIN,7,311,31100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FJI,1,873,87300.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FJI,2,12,1200.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FJI,3,76,7600.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FJI,4,2024,202400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FJI,5,49,4900.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FJI,6,175,17500.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FJI,7,2579,257900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
FSM,7,15,1500.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GAB,1,7881,788100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GAB,2,1489,148900.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GAB,3,19804,1980400.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GAB,4,39411,3941100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GAB,5,149,14900.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GAB,6,598,59800.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GAB,7,4326,432600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GBR,1,11000,1100000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GBR,2,449,44900.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GBR,4,68604,6860400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GBR,5,4328,432800.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GBR,6,2255,225500.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GBR,7,517,51700.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GEO,1,810,81000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GEO,2,156,15600.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GEO,4,2940,294000.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GEO,5,117,11700.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GEO,6,431,43100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GEO,7,929,92900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GGY,6,4,400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GHA,1,114216,11421600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GHA,2,3977,397700.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GHA,3,1548,154800.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GHA,4,3004,300400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GHA,5,45,4500.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GHA,6,4851,485100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GHA,7,1999,199900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GIN,1,99297,9929700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GIN,2,1243,124300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GIN,3,74139,7413900.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GIN,4,501,50100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GIN,5,21,2100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GIN,6,1162,116200.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GIN,7,591,59100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GMB,1,3736,373600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GMB,2,1,100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GMB,4,2,200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GMB,6,224,22400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GMB,7,86,8600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNB,1,15997,1599700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNB,2,53,5300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNB,3,4250,425000.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNB,4,42,4200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNB,5,12,1200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNB,6,347,34700.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNB,7,549,54900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNQ,1,950,95000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNQ,2,1276,127600.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNQ,3,4309,430900.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNQ,4,6359,635900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNQ,5,101,10100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNQ,6,278,27800.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GNQ,7,314,31400.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRC,1,9240,924000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRC,2,892,89200.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRC,4,10991,1099100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRC,5,14651,1465100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRC,6,4977,497700.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRC,7,745,74500.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRD,1,126,12600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRD,3,18,1800.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRD,4,1,100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRD,6,100,10000.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GRD,7,20,2000.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GTM,1,59137,5913700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GTM,2,164,16400.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GTM,3,5468,546800.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GTM,4,1207,120700.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GTM,5,3114,311400.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GTM,6,2602,260200.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GTM,7,1432,143200.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GUY,1,8927,892700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GUY,2,8343,834300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GUY,3,3672,367200.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GUY,4,6833,683300.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GUY,5,3618,361800.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GUY,6,267,26700.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
GUY,7,5586,558600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HKG,1,10,1000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HKG,2,9,900.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HKG,3,2,200.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HKG,4,19,1900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HKG,5,71,7100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HKG,6,204,20400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HKG,7,14,1400.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HND,1,69071,6907100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HND,2,95,9500.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HND,3,3892,389200.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HND,4,485,48500.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HND,5,2782,278200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HND,6,1198,119800.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HND,7,2791,279100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HRV,1,1015,101500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HRV,2,306,30600.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HRV,4,16789,1678900.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HRV,5,1322,132200.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HRV,6,2136,213600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HRV,7,156,15600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HTI,1,10651,1065100.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HTI,2,177,17700.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HTI,3,1840,184000.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HTI,4,20,2000.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HTI,5,155,15500.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HTI,6,501,50100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HTI,7,327,32700.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HUN,1,1289,128900.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HUN,2,164,16400.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HUN,4,36881,3688100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HUN,5,29,2900.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HUN,6,771,77100.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
HUN,7,181,18100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IDN,1,558355,55835500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IDN,2,15517,1551700.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IDN,3,91724,9172400.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IDN,4,173564,17356400.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IDN,5,59454,5945400.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IDN,6,13094,1309400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IDN,7,61785,6178500.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IMN,1,45,4500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IMN,4,136,13600.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IMN,5,3,300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IMN,6,4,400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IMN,7,1,100.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IND,1,166158,16615800.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IND,2,2946,294600.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IND,3,81843,8184300.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IND,4,36937,3693700.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IND,5,3008,300800.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IND,6,13659,1365900.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IND,7,14886,1488600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRL,1,5830,583000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRL,2,57,5700.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRL,4,21528,2152800.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRL,5,618,61800.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRL,6,436,43600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRL,7,95,9500.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRN,1,1037,103700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRN,2,111,11100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRN,3,16,1600.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRN,4,765,76500.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRN,5,160,16000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRN,6,343,34300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRN,7,189,18900.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRQ,1,154,15400.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRQ,2,7,700.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRQ,4,8,800.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRQ,5,4,400.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRQ,6,38,3800.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
IRQ,7,47,4700.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ISR,1,945,94500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ISR,2,74,7400.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ISR,4,191,19100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ISR,5,190,19000.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ISR,6,526,52600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ITA,1,22094,2209400.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ITA,2,1091,109100.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ITA,4,76121,7612100.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ITA,5,10893,1089300.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ITA,6,11183,1118300.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
ITA,7,4177,417700.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JAM,1,4806,480600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JAM,2,217,21700.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JAM,3,1032,103200.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JAM,4,6,600.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JAM,5,17,1700.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JAM,6,1218,121800.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JAM,7,485,48500.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JEY,1,7,700.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JEY,4,12,1200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JEY,6,4,400.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JOR,1,46,4600.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JOR,5,6,600.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JPN,1,6285,628500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JPN,2,3483,348300.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JPN,3,7,700.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JPN,4,133700,13370000.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JPN,5,124,12400.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JPN,6,27006,2700600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
JPN,7,2026,202600.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KAZ,1,3838,383800.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KAZ,2,589,58900.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KAZ,3,2,200.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KAZ,4,13892,1389200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KAZ,5,6066,606600.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KAZ,6,440,44000.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KAZ,7,10048,1004800.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KEN,1,68375,6837500.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KEN,2,112,11200.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KEN,3,514,51400.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KEN,4,6618,661800.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KEN,5,291,29100.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KEN,6,1795,179500.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KEN,7,1323,132300.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KGZ,1,388,38800.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KGZ,2,30,3000.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KGZ,4,452,45200.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KGZ,5,167,16700.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KGZ,6,46,4600.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KGZ,7,703,70300.0,infrastructure,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KHM,1,79400,7940000.0,commodity_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KHM,2,1386,138600.0,shifting_agriculture,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KHM,3,4751,475100.0,forestry,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KHM,4,3628,362800.0,wildfire,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KHM,5,2027,202700.0,urbanization,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
KHM,6,815,81500.0,mining,drivers_forest_loss_1km_2001_2024_v1_2,v1_2
